Timestamp,soil_moisture,soil_temperature,air_temperature,air_humidity,nitrogen,fosfor,kalium,ec
2026-07-03T09:22:13Z,26.4,26.4,28.5,66.0,107,94,189,445
2026-07-03T09:27:13Z,26.3,26.3,28.4,66.7,106,93,188,434
2026-07-03T09:32:13Z,26.3,26.3,28.3,66.7,106,93,188,434
2026-07-03T09:37:13Z,0.0,24.6,28.3,66.8,0,0,0,0
2026-07-03T09:42:13Z,23.2,26.0,28.2,67.7,116,102,205,520
2026-07-03T09:47:13Z,23.2,26.0,28.0,67.9,116,102,205,519
2026-07-03T09:52:13Z,23.2,26.0,28.0,68.6,116,102,205,519
2026-07-03T09:57:13Z,23.2,25.9,27.9,68.9,115,101,204,518
2026-07-03T10:02:13Z,23.2,25.9,27.9,68.4,115,101,204,517
2026-07-03T10:07:49Z,23.2,25.9,27.8,69.2,115,101,204,517
2026-07-03T10:12:49Z,23.2,25.9,27.7,70.2,115,101,204,517
2026-07-03T10:21:46Z,23.2,25.8,27.5,70.0,115,101,204,516
2026-07-03T10:26:46Z,23.2,25.8,27.3,70.8,115,101,204,516
2026-07-03T10:31:46Z,23.2,25.8,27.3,71.2,115,101,204,516
2026-07-03T10:36:46Z,23.2,25.8,27.2,71.4,115,101,204,516
2026-07-03T10:41:47Z,23.2,25.8,27.1,71.1,115,101,204,515
2026-07-03T10:46:47Z,23.2,25.8,27.1,71.3,115,101,204,516
2026-07-03T10:51:47Z,23.2,25.8,27.0,72.1,115,101,204,515
2026-07-03T10:56:47Z,23.2,25.7,27.0,71.6,115,101,204,515
2026-07-03T11:01:47Z,23.2,25.7,27.0,71.8,115,101,204,515
2026-07-03T11:06:47Z,23.2,25.7,27.1,71.9,115,101,204,515
2026-07-03T11:11:47Z,23.2,25.7,27.1,71.8,115,101,204,515
2026-07-03T11:16:47Z,23.2,25.7,27.0,71.6,115,101,204,515
2026-07-03T11:21:47Z,23.2,25.6,27.0,71.5,115,101,204,515
2026-07-03T11:26:47Z,23.2,25.6,26.9,72.0,115,101,204,514
2026-07-03T11:31:47Z,23.2,25.6,26.7,72.8,115,101,204,514
2026-07-03T11:36:47Z,23.2,25.5,26.7,72.3,114,101,203,514
2026-07-03T11:41:47Z,23.2,25.5,26.7,72.4,114,101,203,514
2026-07-03T11:46:47Z,23.2,25.5,26.7,72.1,114,101,203,514
2026-07-03T11:51:47Z,23.1,25.4,26.7,71.5,114,101,203,514
2026-07-03T11:56:47Z,23.1,25.4,26.6,70.2,114,101,203,512
2026-07-03T12:01:47Z,23.2,25.3,26.5,69.6,114,101,203,512
2026-07-03T12:06:47Z,23.1,25.3,26.5,68.8,114,101,203,512
2026-07-03T12:11:48Z,23.2,25.3,26.4,68.6,114,101,203,510
2026-07-03T12:16:48Z,23.1,25.2,26.4,68.4,114,101,203,511
2026-07-03T12:21:48Z,23.1,25.1,26.3,69.0,114,101,203,510
2026-07-03T12:26:48Z,23.1,25.1,26.3,69.0,114,100,202,510
2026-07-03T12:31:48Z,23.1,25.0,26.3,69.3,114,100,202,510
2026-07-03T12:36:48Z,23.1,25.0,26.3,69.3,114,100,202,509
2026-07-03T12:41:48Z,23.1,24.9,26.2,67.9,114,100,202,509
2026-07-03T12:46:48Z,23.1,24.8,26.2,68.8,114,100,202,508
2026-07-03T12:51:48Z,23.1,24.8,26.2,68.5,114,100,202,508
2026-07-03T12:56:48Z,23.1,24.7,26.1,68.5,114,100,202,508
2026-07-03T13:01:48Z,23.2,24.7,26.1,68.7,114,100,202,508
2026-07-03T13:06:48Z,23.1,24.7,26.1,68.8,114,100,202,508
2026-07-03T13:11:48Z,23.1,24.6,26.1,68.9,114,100,202,507
2026-07-03T13:17:08Z,23.1,24.6,25.9,69.8,114,100,202,507
2026-07-03T13:22:13Z,23.2,24.5,25.7,70.8,114,100,202,507
2026-07-03T13:27:18Z,23.1,24.5,25.7,70.9,114,100,202,506
2026-07-03T13:32:24Z,23.1,24.5,25.5,71.5,114,100,202,505
2026-07-03T13:37:30Z,23.1,24.4,25.4,72.0,114,100,202,506
2026-07-03T13:42:36Z,23.2,24.4,25.3,73.0,114,100,202,506
2026-07-03T13:47:42Z,23.1,24.4,25.2,73.3,114,100,202,505
2026-07-03T13:52:48Z,23.1,24.3,25.2,73.6,114,100,202,504
2026-07-03T13:57:55Z,23.1,24.2,25.1,73.9,113,100,201,504
2026-07-03T14:03:01Z,23.1,24.2,25.0,74.3,113,100,201,504
2026-07-03T14:08:06Z,23.1,24.1,25.0,75.1,113,100,201,504
2026-07-03T14:13:22Z,23.1,24.1,24.9,75.0,113,100,201,504
2026-07-03T14:18:38Z,23.1,24.1,24.9,75.2,113,100,201,503
2026-07-03T14:23:54Z,23.1,24.0,24.8,75.3,113,100,201,503
2026-07-03T14:29:10Z,23.1,24.0,24.9,75.3,113,100,201,503
2026-07-03T14:34:26Z,23.1,23.9,24.8,75.3,113,100,201,502
2026-07-03T14:39:41Z,23.1,23.9,24.8,75.3,113,100,201,502
2026-07-03T14:44:57Z,23.1,23.9,24.9,75.0,113,100,201,502
2026-07-03T14:50:13Z,23.1,23.8,24.9,74.9,113,100,201,501
2026-07-03T14:55:20Z,23.2,23.8,25.0,74.6,113,100,201,501
2026-07-03T15:00:26Z,23.1,23.8,24.8,75.3,113,100,201,501
2026-07-03T15:05:42Z,23.1,23.8,24.6,76.1,113,100,201,501
2026-07-03T15:10:58Z,23.1,23.7,24.5,76.2,113,100,201,501
2026-07-03T15:16:14Z,23.1,23.7,24.5,75.9,113,100,201,500
